project,repo,company_name,activity_months,commit_weight,months_pct,engagement_score,company_type,repo_short,sponsor,commit_access,activity_scope
baidu,baidu/san-router,Google Email,2,2,0.3,34,personal,san-router,Baidu,closed,unknown
baidu,baidu/san-router,QQ Email,1,0,0.2,20,personal,san-router,Baidu,closed,unknown
baidu,baidu/san-store,Google Email,1,1,0.2,22,personal,san-store,Baidu,closed,unknown
baidu,baidu/san-update,Google Email,1,1,0.2,22,personal,san-update,Baidu,closed,unknown
baidu,baidu/san-update,iCloud Email,1,1,0.2,22,personal,san-update,Baidu,closed,unknown
baidu,baidu/san-website,Baidu,1,1,0.2,22,public,san-website,Baidu,closed,internal
baidu,baidu/san-website,Foxmail,1,1,0.2,22,private,san-website,Baidu,closed,external
baidu,baidu/san-website,GitHub,2,0,0.3,30,github,san-website,Baidu,closed,unknown
baidu,baidu/san-website,Google Email,3,1,0.5,52,personal,san-website,Baidu,closed,unknown
baidu,baidu/sofa-pbrpc,Baidu,1,0,0.2,20,public,sofa-pbrpc,Baidu,closed,internal
baidu,baidu/sofa-pbrpc,GitHub,2,1,0.3,32,github,sofa-pbrpc,Baidu,closed,unknown
baidu,baidu/speech-samples,Baidu,2,1,0.3,32,public,speech-samples,Baidu,closed,internal
baidu-aip,Baidu-AIP/asr-linux-cpp-demo,Baidu,4,0,0.7,70,public,asr-linux-cpp-demo,Baidu,closed,internal
baidu-aip,Baidu-AIP/asr-linux-cpp-demo,GitHub,1,0,0.2,20,github,asr-linux-cpp-demo,Baidu,closed,unknown
baidu-aip,Baidu-AIP/dotnet-sdk,Baidu,5,1,0.8,82,public,dotnet-sdk,Baidu,closed,internal
baidu-aip,Baidu-AIP/java-sdk,Baidu,1,1,0.2,22,public,java-sdk,Baidu,closed,internal
baidu-aip,Baidu-AIP/java-sdk,Google Email,3,1,0.5,52,personal,java-sdk,Baidu,closed,unknown
baidu-aip,Baidu-AIP/php-sdk,NetEase Email,4,1,0.7,72,personal,php-sdk,Baidu,closed,unknown
baidu-aip,Baidu-AIP/python-sdk,NetEase Email,4,1,0.7,72,personal,python-sdk,Baidu,closed,unknown
baidu-aip,Baidu-AIP/speech-demo,Baidu,2,1,0.3,32,public,speech-demo,Baidu,closed,internal
baidu-aip,Baidu-AIP/speech-demo,GitHub,4,0,0.7,70,github,speech-demo,Baidu,closed,unknown
baidu-aip,Baidu-AIP/speech-demo,Google Email,3,2,0.5,54,personal,speech-demo,Baidu,closed,unknown
baidu-aip,Baidu-AIP/speech-tts-cors,Baidu,2,0,0.3,30,public,speech-tts-cors,Baidu,closed,internal
baidu-aip,Baidu-AIP/speech-vad-demo,Baidu,3,0,0.5,50,public,speech-vad-demo,Baidu,closed,internal
baidu-aip,Baidu-AIP/speech-vad-demo,GitHub,2,0,0.3,30,github,speech-vad-demo,Baidu,closed,unknown
baidu-aip,Baidu-AIP/speech-vad-demo,QQ Email,2,2,0.3,34,personal,speech-vad-demo,Baidu,closed,unknown
baidu-research,baidu-research/DeepBench,AMD,3,0,0.5,50,private,DeepBench,Baidu,closed,external
baidu-research,baidu-research/DeepBench,Baidu,1,1,0.2,22,public,DeepBench,Baidu,closed,internal
baidu-research,baidu-research/DeepBench,GitHub,3,2,0.5,54,github,DeepBench,Baidu,closed,unknown
baidu-research,baidu-research/DeepBench,Google Email,2,2,0.3,34,personal,DeepBench,Baidu,closed,unknown
baidu-research,baidu-research/NCRF,Baidu,1,1,0.2,22,public,NCRF,Baidu,closed,internal
baidu-research,baidu-research/NCRF,GitHub,1,3,0.2,26,github,NCRF,Baidu,closed,unknown
baidu-research,baidu-research/NCRF,"University of California, Irvine",1,2,0.2,24.000000000000004,education,NCRF,Baidu,closed,external
caffe2,caffe2/aicamera,Facebook,2,1,0.3,32,public,aicamera,Community Project,open,external
caffe2,caffe2/aicamera,GitHub,2,2,0.3,34,github,aicamera,Community Project,open,unknown
caffe2,caffe2/aicamera,Google Email,2,1,0.3,32,personal,aicamera,Community Project,open,unknown
caffe2,caffe2/aicamera-style-transfer,Facebook,1,2,0.2,24.000000000000004,public,aicamera-style-transfer,Community Project,open,external
caffe2,caffe2/aicamera-style-transfer,GitHub,1,1,0.2,22,github,aicamera-style-transfer,Community Project,open,unknown
caffe2,caffe2/aicamera-style-transfer,Google Email,2,1,0.3,32,personal,aicamera-style-transfer,Community Project,open,unknown
caffe2,caffe2/aicamera-style-transfer,Peter Goldsborough,3,1,0.5,52,private,aicamera-style-transfer,Community Project,open,external
caffe2,caffe2/caffe2,CK-Telecom,2,2,0.3,34,private,caffe2,Community Project,open,external
caffe2,caffe2/caffe2,Duke University,1,2,0.2,24.000000000000004,education,caffe2,Community Project,open,external
caffe2,caffe2/caffe2,Facebook,3,6,0.5,62,public,caffe2,Community Project,open,external
caffe2,caffe2/caffe2,Facebook Email,2,2,0.3,34,personal,caffe2,Community Project,open,unknown
caffe2,caffe2/caffe2,GitHub,4,6,0.7,82,github,caffe2,Community Project,open,unknown
caffe2,caffe2/caffe2,Google Email,4,4,0.7,77.99999999999999,personal,caffe2,Community Project,open,unknown
caffe2,caffe2/caffe2,Hasso Plattner Institute,1,1,0.2,22,private,caffe2,Community Project,open,external
caffe2,caffe2/caffe2,Instagram,1,1,0.2,22,private,caffe2,Community Project,open,external
caffe2,caffe2/caffe2,Iowa State University,1,1,0.2,22,education,caffe2,Community Project,open,external
caffe2,caffe2/caffe2,Massachusetts Institute of Technology,1,3,0.2,26,education,caffe2,Community Project,open,external
caffe2,caffe2/caffe2,Outlook.com Email,2,2,0.3,34,personal,caffe2,Community Project,open,unknown
caffe2,caffe2/caffe2,ProtonMail Email,1,2,0.2,24.000000000000004,personal,caffe2,Community Project,open,unknown
caffe2,caffe2/caffe2,QQ Email,1,1,0.2,22,personal,caffe2,Community Project,open,unknown
caffe2,caffe2/caffe2,Rensselaer Polytechnic Institute,1,1,0.2,22,education,caffe2,Community Project,open,external
caffe2,caffe2/caffe2,Samsung,1,2,0.2,24.000000000000004,public,caffe2,Community Project,open,external
caffe2,caffe2/caffe2,TU München,3,1,0.5,52,education,caffe2,Community Project,open,external
caffe2,caffe2/caffe2,University of South Florida,1,1,0.2,22,education,caffe2,Community Project,open,external
caffe2,caffe2/caffe2,UT Austin,1,1,0.2,22,education,caffe2,Community Project,open,external
caffe2,caffe2/caffe2,Yahoo Email,1,1,0.2,22,personal,caffe2,Community Project,open,unknown
caffe2,caffe2/caffe2,NA,3,2,0.5,54,no domain record,caffe2,Community Project,open,unknown
caffe2,caffe2/caffe2_bhtsne,Google Email,1,1,0.2,22,personal,caffe2_bhtsne,Community Project,open,unknown
caffe2,caffe2/caffe2.github.io,Facebook,4,1,0.7,72,public,caffe2.github.io,Community Project,open,external
caffe2,caffe2/caffe2.github.io,GitHub,4,3,0.7,76,github,caffe2.github.io,Community Project,open,unknown
caffe2,caffe2/caffe2.github.io,Google Email,5,5,0.8,90,personal,caffe2.github.io,Community Project,open,unknown
caffe2,caffe2/caffe2.github.io,Microsoft,1,1,0.2,22,public,caffe2.github.io,Community Project,open,external
caffe2,caffe2/caffe2.github.io,PyTorch,4,4,0.7,77.99999999999999,nonprofit,caffe2.github.io,Community Project,open,external
caffe2,caffe2/caffe2.github.io,QQ Email,1,1,0.2,22,personal,caffe2.github.io,Community Project,open,unknown
caffe2,caffe2/caffe2.github.io,NA,1,1,0.2,22,no domain record,caffe2.github.io,Community Project,open,unknown
caffe2,caffe2/models,GitHub,3,2,0.5,54,github,models,Community Project,open,unknown
caffe2,caffe2/models,Google Email,3,2,0.5,54,personal,models,Community Project,open,unknown
caffe2,caffe2/models,NA,1,2,0.2,24.000000000000004,no domain record,models,Community Project,open,unknown
caffe2,caffe2/tutorials,Duke University,1,2,0.2,24.000000000000004,education,tutorials,Community Project,open,external
caffe2,caffe2/tutorials,Facebook,3,1,0.5,52,public,tutorials,Community Project,open,external
caffe2,caffe2/tutorials,GitHub,3,2,0.5,54,github,tutorials,Community Project,open,unknown
caffe2,caffe2/tutorials,Google Email,3,2,0.5,54,personal,tutorials,Community Project,open,unknown
caffe2,caffe2/tutorials,Outlook.com Email,1,1,0.2,22,personal,tutorials,Community Project,open,unknown
chainer,chainer/backport,Google Email,1,2,0.2,24.000000000000004,personal,backport,Community Project,open,unknown
chainer,chainer/backport,Preferred Infrastructure,1,2,0.2,24.000000000000004,private,backport,Community Project,open,external
chainer,chainer/backport,NA,3,1,0.5,52,no domain record,backport,Community Project,open,unknown
chainer,chainer/chainer,Foxmail,1,2,0.2,24.000000000000004,private,chainer,Community Project,open,external
chainer,chainer/chainer,GitHub,5,3,0.8,86.00000000000001,github,chainer,Community Project,open,unknown
chainer,chainer/chainer,Google Email,5,5,0.8,90,personal,chainer,Community Project,open,unknown
chainer,chainer/chainer,Intel,5,3,0.8,86.00000000000001,public,chainer,Community Project,open,external
chainer,chainer/chainer,NVIDIA,5,4,0.8,88,public,chainer,Community Project,open,external
chainer,chainer/chainer,Outlook.com Email,4,3,0.7,76,personal,chainer,Community Project,open,unknown
chainer,chainer/chainer,Preferred Infrastructure,5,5,0.8,90,private,chainer,Community Project,open,external
chainer,chainer/chainer,Toshiba,1,1,0.2,22,public,chainer,Community Project,open,external
chainer,chainer/chainer,University of Tokyo,3,2,0.5,54,education,chainer,Community Project,open,external
chainer,chainer/chainer,Zalando,2,1,0.3,32,public,chainer,Community Project,open,external
chainer,chainer/chainer,NA,5,5,0.8,90,no domain record,chainer,Community Project,open,unknown
chainer,chainer/chainer-ami,Google Email,1,2,0.2,24.000000000000004,personal,chainer-ami,Community Project,open,unknown
chainer,chainer/chainer-benchmark,Preferred Infrastructure,1,4,0.2,28.000000000000004,private,chainer-benchmark,Community Project,open,external
chainer,chainer/chainer-benchmark,NA,2,3,0.3,36,no domain record,chainer-benchmark,Community Project,open,unknown
chainer,chainer/chainer-cfn,Google Email,1,2,0.2,24.000000000000004,personal,chainer-cfn,Community Project,open,unknown
chainer,chainer/chainer-test,Google Email,2,3,0.3,36,personal,chainer-test,Community Project,open,unknown
chainer,chainer/chainer-test,Preferred Infrastructure,3,2,0.5,54,private,chainer-test,Community Project,open,external
chainer,chainer/chainer-test,NA,5,4,0.8,88,no domain record,chainer-test,Community Project,open,unknown
chainer,chainer/chainer.org,GitHub,1,2,0.2,24.000000000000004,github,chainer.org,Community Project,open,unknown
chainer,chainer/chainer.org,Google Email,5,3,0.8,86.00000000000001,personal,chainer.org,Community Project,open,unknown
chainer,chainer/chainer.org,Preferred Infrastructure,2,2,0.3,34,private,chainer.org,Community Project,open,external
chainer,chainer/chainer.org,Preferred Networks,1,1,0.2,22,private,chainer.org,Community Project,open,external
chainer,chainer/chainer.org,NA,2,1,0.3,32,no domain record,chainer.org,Community Project,open,unknown
chainer,chainer/chainercv,GitHub,4,6,0.7,82,github,chainercv,Community Project,open,unknown
chainer,chainer/chainercv,Google Email,5,5,0.8,90,personal,chainercv,Community Project,open,unknown
chainer,chainer/chainercv,Outlook.com Email,3,4,0.5,57.99999999999999,personal,chainercv,Community Project,open,unknown
chainer,chainer/chainercv,Preferred Infrastructure,1,2,0.2,24.000000000000004,private,chainercv,Community Project,open,external
chainer,chainer/chainercv,University of Tokyo,1,2,0.2,24.000000000000004,education,chainercv,Community Project,open,external
chainer,chainer/chainermn,GitHub,2,2,0.3,34,github,chainermn,Community Project,open,unknown
chainer,chainer/chainermn,Google Email,5,3,0.8,86.00000000000001,personal,chainermn,Community Project,open,unknown
chainer,chainer/chainermn,Preferred Infrastructure,5,4,0.8,88,private,chainermn,Community Project,open,external
chainer,chainer/chainerrl,GitHub,5,2,0.8,84.00000000000001,github,chainerrl,Community Project,open,unknown
chainer,chainer/chainerrl,Google Email,5,3,0.8,86.00000000000001,personal,chainerrl,Community Project,open,unknown
chainer,chainer/chainerrl,Microsoft,1,2,0.2,24.000000000000004,public,chainerrl,Community Project,open,external
chainer,chainer/chainerrl,Preferred Infrastructure,4,3,0.7,76,private,chainerrl,Community Project,open,external
chainer,chainer/chainerui,GitHub,1,3,0.2,26,github,chainerui,Community Project,open,unknown
chainer,chainer/chainerui,Google Email,5,4,0.8,88,personal,chainerui,Community Project,open,unknown
chainer,chainer/chainerui,Preferred Infrastructure,5,2,0.8,84.00000000000001,private,chainerui,Community Project,open,external
chainer,chainer/chainerui,Universität Potsdam,1,1,0.2,22,education,chainerui,Community Project,open,external
chainer,chainer/daz,GitHub,1,1,0.2,22,github,daz,Community Project,open,unknown
chainer,chainer/daz,Preferred Infrastructure,1,3,0.2,26,private,daz,Community Project,open,external
chainer,chainer/models,GitHub,1,1,0.2,22,github,models,Community Project,open,unknown
chainer,chainer/models,Google Email,2,2,0.3,34,personal,models,Community Project,open,unknown
chainer,chainer/models,Preferred Infrastructure,1,1,0.2,22,private,models,Community Project,open,external
chainer,chainer/models,Tohoku University,1,2,0.2,24.000000000000004,education,models,Community Project,open,external
chainer,chainer/onnx-chainer,Google Email,1,1,0.2,22,personal,onnx-chainer,Community Project,open,unknown
cisco,cisco/cisco-network-node-utils,GitHub,4,1,0.7,72,github,cisco-network-node-utils,Cisco,closed,unknown
cisco,cisco/cisco-network-puppet-module,GitHub,4,1,0.7,72,github,cisco-network-puppet-module,Cisco,closed,unknown
cisco,cisco/libsrtp,GitHub,6,0,1,100,github,libsrtp,Cisco,closed,unknown
cisco,cisco/libusnic_verbs,GitHub,1,0,0.2,20,github,libusnic_verbs,Cisco,closed,unknown
cisco,cisco/node-jose,GitHub,3,0,0.5,50,github,node-jose,Cisco,closed,unknown
cisco,cisco/openh264,GitHub,4,2,0.7,74,github,openh264,Cisco,closed,unknown
cisco,cisco/openh264,Google,1,0,0.2,20,public,openh264,Cisco,closed,external
ciscodevnet,CiscoDevNet/api-design-guide,GitHub,1,0,0.2,20,github,api-design-guide,Cisco,closed,unknown
ciscodevnet,CiscoDevNet/apic-em-samples-aradford,GitHub,1,0,0.2,20,github,apic-em-samples-aradford,Cisco,closed,unknown
ciscodevnet,CiscoDevNet/apic-em-samples-aradford,Outlook.com Email,1,0,0.2,20,personal,apic-em-samples-aradford,Cisco,closed,unknown
ciscodevnet,CiscoDevNet/apicem-ga-ll-sample-code,GitHub,2,0,0.3,30,github,apicem-ga-ll-sample-code,Cisco,closed,unknown
ciscodevnet,CiscoDevNet/coding-skills-sample-code,GitHub,3,1,0.5,52,github,coding-skills-sample-code,Cisco,closed,unknown
ciscodevnet,CiscoDevNet/collab-uds,GitHub,2,0,0.3,30,github,collab-uds,Cisco,closed,unknown
ciscodevnet,CiscoDevNet/cosc-rest-api-python,GitHub,2,0,0.3,30,github,cosc-rest-api-python,Cisco,closed,unknown
ciscodevnet,CiscoDevNet/opendaylight-sample-apps,GitHub,2,1,0.3,32,github,opendaylight-sample-apps,Cisco,closed,unknown
ciscodevnet,CiscoDevNet/restconf-examples,GitHub,2,0,0.3,30,github,restconf-examples,Cisco,closed,unknown
deeplearning4j,deeplearning4j/arbiter,Deeplearning4j,1,2,0.2,24.000000000000004,private,arbiter,Community Project,open,external
deeplearning4j,deeplearning4j/arbiter,Google Email,4,3,0.7,76,personal,arbiter,Community Project,open,unknown
deeplearning4j,deeplearning4j/arbiter,NA,1,1,0.2,22,no domain record,arbiter,Community Project,open,unknown
deeplearning4j,deeplearning4j/datavec,Deeplearning4j,5,3,0.8,86.00000000000001,private,datavec,Community Project,open,external
deeplearning4j,deeplearning4j/datavec,GitHub,4,2,0.7,74,github,datavec,Community Project,open,unknown
deeplearning4j,deeplearning4j/datavec,Google Email,5,4,0.8,88,personal,datavec,Community Project,open,unknown
deeplearning4j,deeplearning4j/datavec,NA,1,2,0.2,24.000000000000004,no domain record,datavec,Community Project,open,unknown
deeplearning4j,deeplearning4j/deeplearning4j,Apache Software Foundation,2,1,0.3,32,nonprofit,deeplearning4j,Community Project,open,external
deeplearning4j,deeplearning4j/deeplearning4j,Bloomberg,3,1,0.5,52,private,deeplearning4j,Community Project,open,external
deeplearning4j,deeplearning4j/deeplearning4j,Deeplearning4j,5,5,0.8,90,private,deeplearning4j,Community Project,open,external
deeplearning4j,deeplearning4j/deeplearning4j,GitHub,5,5,0.8,90,github,deeplearning4j,Community Project,open,unknown
deeplearning4j,deeplearning4j/deeplearning4j,GMX Email,1,1,0.2,22,personal,deeplearning4j,Community Project,open,unknown
deeplearning4j,deeplearning4j/deeplearning4j,Google Email,5,7,0.8,94,personal,deeplearning4j,Community Project,open,unknown
deeplearning4j,deeplearning4j/deeplearning4j,Komfo,2,3,0.3,36,private,deeplearning4j,Community Project,open,external
deeplearning4j,deeplearning4j/deeplearning4j,LodgON,2,1,0.3,32,private,deeplearning4j,Community Project,open,external
deeplearning4j,deeplearning4j/deeplearning4j,mail.com Email,3,2,0.5,54,personal,deeplearning4j,Community Project,open,unknown
deeplearning4j,deeplearning4j/deeplearning4j,MPI-CBG,1,2,0.2,24.000000000000004,private,deeplearning4j,Community Project,open,external
deeplearning4j,deeplearning4j/deeplearning4j,Outlook.com Email,4,3,0.7,76,personal,deeplearning4j,Community Project,open,unknown
deeplearning4j,deeplearning4j/deeplearning4j,Politechnika,1,2,0.2,24.000000000000004,education,deeplearning4j,Community Project,open,external
deeplearning4j,deeplearning4j/deeplearning4j,QQ Email,1,1,0.2,22,personal,deeplearning4j,Community Project,open,unknown
deeplearning4j,deeplearning4j/deeplearning4j,SCHUFA Holding AG,1,2,0.2,24.000000000000004,public,deeplearning4j,Community Project,open,external
deeplearning4j,deeplearning4j/deeplearning4j,Seznam.cz Email,1,1,0.2,22,personal,deeplearning4j,Community Project,open,unknown
deeplearning4j,deeplearning4j/deeplearning4j,UC Berkeley,2,1,0.3,32,education,deeplearning4j,Community Project,open,external
deeplearning4j,deeplearning4j/deeplearning4j,NA,5,1,0.8,82,no domain record,deeplearning4j,Community Project,open,unknown
deeplearning4j,deeplearning4j/dl4j-benchmark,Google Email,2,4,0.3,38,personal,dl4j-benchmark,Community Project,open,unknown
deeplearning4j,deeplearning4j/dl4j-benchmark,Outlook.com Email,2,2,0.3,34,personal,dl4j-benchmark,Community Project,open,unknown
deeplearning4j,deeplearning4j/dl4j-examples,CA Technologies,1,1,0.2,22,public,dl4j-examples,Community Project,open,external
deeplearning4j,deeplearning4j/dl4j-examples,Deeplearning4j,3,3,0.5,56.00000000000001,private,dl4j-examples,Community Project,open,external
deeplearning4j,deeplearning4j/dl4j-examples,GitHub,4,3,0.7,76,github,dl4j-examples,Community Project,open,unknown
deeplearning4j,deeplearning4j/dl4j-examples,Google Email,5,4,0.8,88,personal,dl4j-examples,Community Project,open,unknown
deeplearning4j,deeplearning4j/dl4j-examples,MPI-CBG,1,1,0.2,22,private,dl4j-examples,Community Project,open,external
deeplearning4j,deeplearning4j/dl4j-examples,QQ Email,1,3,0.2,26,personal,dl4j-examples,Community Project,open,unknown
deeplearning4j,deeplearning4j/dl4j-examples,Yahoo Email,1,1,0.2,22,personal,dl4j-examples,Community Project,open,unknown
deeplearning4j,deeplearning4j/dl4j-model-z,Outlook.com Email,1,1,0.2,22,personal,dl4j-model-z,Community Project,open,unknown
deeplearning4j,deeplearning4j/dl4j-test-resources,Deeplearning4j,2,3,0.3,36,private,dl4j-test-resources,Community Project,open,external
deeplearning4j,deeplearning4j/dl4j-test-resources,GitHub,2,1,0.3,32,github,dl4j-test-resources,Community Project,open,unknown
deeplearning4j,deeplearning4j/dl4j-test-resources,Google Email,5,4,0.8,88,personal,dl4j-test-resources,Community Project,open,unknown
deeplearning4j,deeplearning4j/libnd4j,Deeplearning4j,5,3,0.8,86.00000000000001,private,libnd4j,Community Project,open,external
deeplearning4j,deeplearning4j/libnd4j,GitHub,5,4,0.8,88,github,libnd4j,Community Project,open,unknown
deeplearning4j,deeplearning4j/libnd4j,Google Email,5,5,0.8,90,personal,libnd4j,Community Project,open,unknown
deeplearning4j,deeplearning4j/libnd4j,LodgON,1,1,0.2,22,private,libnd4j,Community Project,open,external
deeplearning4j,deeplearning4j/nd4j,Deeplearning4j,5,3,0.8,86.00000000000001,private,nd4j,Community Project,open,external
deeplearning4j,deeplearning4j/nd4j,GitHub,5,5,0.8,90,github,nd4j,Community Project,open,unknown
deeplearning4j,deeplearning4j/nd4j,GMX Email,1,1,0.2,22,personal,nd4j,Community Project,open,unknown
deeplearning4j,deeplearning4j/nd4j,Google Email,5,5,0.8,90,personal,nd4j,Community Project,open,unknown
deeplearning4j,deeplearning4j/nd4j,mail.com Email,3,1,0.5,52,personal,nd4j,Community Project,open,unknown
deeplearning4j,deeplearning4j/nd4j,Politechnika,1,1,0.2,22,education,nd4j,Community Project,open,external
deeplearning4j,deeplearning4j/nd4j,NA,2,1,0.3,32,no domain record,nd4j,Community Project,open,unknown
deeplearning4j,deeplearning4j/nd4s,GitHub,1,1,0.2,22,github,nd4s,Community Project,open,unknown
deeplearning4j,deeplearning4j/nd4s,Google Email,3,1,0.5,52,personal,nd4s,Community Project,open,unknown
ecomfe,ecomfe/esl,GitHub,1,0,0.2,20,github,esl,Baidu,closed,unknown
ecomfe,ecomfe/esl,Google Email,1,2,0.2,24.000000000000004,personal,esl,Baidu,closed,unknown
ecomfe,ecomfe/zrender,Google Email,2,3,0.3,36,personal,zrender,Baidu,closed,unknown
facebook,facebook/buck,GitHub,1,3,0.2,26,github,buck,Facebook,closed,unknown
facebook,facebook/caf8teen,GitHub,1,1,0.2,22,github,caf8teen,Facebook,closed,unknown
facebook,facebook/chef-utils,Facebook Email,1,0,0.2,20,personal,chef-utils,Facebook,closed,unknown
facebook,facebook/chef-utils,GitHub,3,0,0.5,50,github,chef-utils,Facebook,closed,unknown
facebook,facebook/codemod,Facebook,1,0,0.2,20,public,codemod,Facebook,closed,internal
facebook,facebook/codemod,GitHub,1,0,0.2,20,github,codemod,Facebook,closed,unknown
facebook,facebook/facebook-android-sdk,Facebook,5,1,0.8,82,public,facebook-android-sdk,Facebook,closed,internal
facebook,facebook/facebook-android-sdk,GitHub,3,1,0.5,52,github,facebook-android-sdk,Facebook,closed,unknown
facebook,facebook/facebook-ios-sdk,Facebook,6,1,1,102,public,facebook-ios-sdk,Facebook,closed,internal
facebook,facebook/facebook-ios-sdk,GitHub,1,1,0.2,22,github,facebook-ios-sdk,Facebook,closed,unknown
facebook,facebook/facebook-ios-sdk,Google Email,1,0,0.2,20,personal,facebook-ios-sdk,Facebook,closed,unknown
facebook,facebook/fbthrift,GitHub,1,3,0.2,26,github,fbthrift,Facebook,closed,unknown
facebook,facebook/fishhook,Facebook,2,1,0.3,32,public,fishhook,Facebook,closed,internal
facebook,facebook/fishhook,GitHub,2,1,0.3,32,github,fishhook,Facebook,closed,unknown
facebook,facebook/fishhook,Google Email,1,0,0.2,20,personal,fishhook,Facebook,closed,unknown
facebook,facebook/folly,GitHub,1,3,0.2,26,github,folly,Facebook,closed,unknown
facebook,facebook/hhvm,GitHub,1,3,0.2,26,github,hhvm,Facebook,closed,unknown
facebook,facebook/jcommon,GitHub,1,0,0.2,20,github,jcommon,Facebook,closed,unknown
facebook,facebook/jcommon,Google Email,1,0,0.2,20,personal,jcommon,Facebook,closed,unknown
facebook,facebook/mysql-5.6,GitHub,2,3,0.3,36,github,mysql-5.6,Facebook,closed,unknown
facebook,facebook/nailgun,Facebook,3,0,0.5,50,public,nailgun,Facebook,closed,internal
facebook,facebook/nailgun,GitHub,5,1,0.8,82,github,nailgun,Facebook,closed,unknown
facebook,facebook/nailgun,Google Email,2,1,0.3,32,personal,nailgun,Facebook,closed,unknown
facebook,facebook/php-webdriver,GitHub,3,1,0.5,52,github,php-webdriver,Facebook,closed,unknown
facebook,facebook/php-webdriver,Google Email,5,2,0.8,84.00000000000001,personal,php-webdriver,Facebook,closed,unknown
facebook,facebook/pyre2,Facebook,2,1,0.3,32,public,pyre2,Facebook,closed,internal
facebook,facebook/react,GitHub,1,3,0.2,26,github,react,Facebook,closed,unknown
facebook,facebook/react,Google Email,1,3,0.2,26,personal,react,Facebook,closed,unknown
facebook,facebook/react-devtools,Facebook,1,1,0.2,22,public,react-devtools,Facebook,closed,internal
facebook,facebook/react-devtools,GitHub,4,1,0.7,72,github,react-devtools,Facebook,closed,unknown
facebook,facebook/react-devtools,Google Email,3,1,0.5,52,personal,react-devtools,Facebook,closed,unknown
facebook,facebook/rocksdb,GitHub,1,3,0.2,26,github,rocksdb,Facebook,closed,unknown
facebook,facebook/SocketRocket,Apple Email,1,0,0.2,20,personal,SocketRocket,Facebook,closed,unknown
facebook,facebook/watchman,GitHub,2,3,0.3,36,github,watchman,Facebook,closed,unknown
facebook,facebook/xctool,GitHub,1,0,0.2,20,github,xctool,Facebook,closed,unknown
facebook,facebook/xctool,Google Email,1,0,0.2,20,personal,xctool,Facebook,closed,unknown
facebookexperimental,facebookexperimental/atom-quick-file-browser,Facebook,1,0,0.2,20,public,atom-quick-file-browser,Facebook,closed,internal
facebookexperimental,facebookexperimental/atom-quick-file-browser,GitHub,1,0,0.2,20,github,atom-quick-file-browser,Facebook,closed,unknown
facebookexperimental,facebookexperimental/buckit,GitHub,1,3,0.2,26,github,buckit,Facebook,closed,unknown
facebookexperimental,facebookexperimental/doh-proxy,Facebook,1,0,0.2,20,public,doh-proxy,Facebook,closed,internal
facebookexperimental,facebookexperimental/doh-proxy,Facebook Email,1,1,0.2,22,personal,doh-proxy,Facebook,closed,unknown
facebookexperimental,facebookexperimental/doh-proxy,GitHub,3,2,0.5,54,github,doh-proxy,Facebook,closed,unknown
facebookexperimental,facebookexperimental/doh-proxy,Google Email,2,2,0.3,34,personal,doh-proxy,Facebook,closed,unknown
facebookexperimental,facebookexperimental/eden,GitHub,1,3,0.2,26,github,eden,Facebook,closed,unknown
facebookexperimental,facebookexperimental/eden-hg,GitHub,5,2,0.8,84.00000000000001,github,eden-hg,Facebook,closed,unknown
facebookexperimental,facebookexperimental/hack-http-request-response-interfaces,Facebook,2,3,0.3,36,public,hack-http-request-response-interfaces,Facebook,closed,internal
facebookexperimental,facebookexperimental/hack-http-request-response-interfaces,GitHub,3,0,0.5,50,github,hack-http-request-response-interfaces,Facebook,closed,unknown
facebookexperimental,facebookexperimental/mononoke,GitHub,1,3,0.2,26,github,mononoke,Facebook,closed,unknown
facebookincubator,facebookincubator/Battery-Metrics,GitHub,4,1,0.7,72,github,Battery-Metrics,Facebook,closed,unknown
facebookincubator,facebookincubator/CommunityCellularManager,GitHub,4,0,0.7,70,github,CommunityCellularManager,Facebook,closed,unknown
facebookincubator,facebookincubator/dcrpm,Facebook,2,1,0.3,32,public,dcrpm,Facebook,closed,internal
facebookincubator,facebookincubator/dcrpm,GitHub,2,2,0.3,34,github,dcrpm,Facebook,closed,unknown
facebookincubator,facebookincubator/dcrpm,Google Email,1,1,0.2,22,personal,dcrpm,Facebook,closed,unknown
facebookincubator,facebookincubator/dhcplb,GitHub,5,1,0.8,82,github,dhcplb,Facebook,closed,unknown
facebookincubator,facebookincubator/facebook-360-spatial-workstation,Facebook,2,0,0.3,30,public,facebook-360-spatial-workstation,Facebook,closed,internal
facebookincubator,facebookincubator/facebook-for-magento,Facebook,1,0,0.2,20,public,facebook-for-magento,Facebook,closed,internal
facebookincubator,facebookincubator/facebook-for-magento,GitHub,4,2,0.7,74,github,facebook-for-magento,Facebook,closed,unknown
facebookincubator,facebookincubator/Facebook-For-OpenCart,Facebook,3,1,0.5,52,public,Facebook-For-OpenCart,Facebook,closed,internal
facebookincubator,facebookincubator/facebook-for-woocommerce,GitHub,3,2,0.5,54,github,facebook-for-woocommerce,Facebook,closed,unknown
facebookincubator,facebookincubator/FBX2glTF,Facebook,4,1,0.7,72,public,FBX2glTF,Facebook,closed,internal
facebookincubator,facebookincubator/FBX2glTF,GitHub,2,2,0.3,34,github,FBX2glTF,Facebook,closed,unknown
